ANATOMY_ID,Previous Anatomy ID,Current Anatomy ID,Body part,Organ,Sub-organ,Tissue 1,Tissue 2,Tissue 3,Tissue 4,Tissue 5-1,Tissue 5-2,Tissue 5-3,Tissue 5-4
1020001010102010100000,1100109,1020001010102010100000,Head,Ear,NA,External ear,Auricle,Skin,Dermis,Papillary layer,Loose connective tissue,NA,NA
1020001010102020000000,1100110,1020001010102020000000,Head,Ear,NA,External ear,Auricle,Skin,Dermis,Reticular layer,NA,NA,NA
1020001010102020100000,1100111,1020001010102020100000,Head,Ear,NA,External ear,Auricle,Skin,Dermis,Reticular layer,Dense irregular collagenous connective tissue,NA,NA
1020001010102030000000,1100112,1020001010102030000000,Head,Ear,NA,External ear,Auricle,Skin,Dermis,Sebaceous gland,NA,NA,NA
1020001010102030100000,1100113,1020001010102030100000,Head,Ear,NA,External ear,Auricle,Skin,Dermis,Sebaceous gland,Duct,NA,NA
1020001010102040000000,1100114,1020001010102040000000,Head,Ear,NA,External ear,Auricle,Skin,Dermis,Eccrine sweat gland,NA,NA,NA
1020001010102040100000,1100115,1020001010102040100000,Head,Ear,NA,External ear,Auricle,Skin,Dermis,Eccrine sweat gland,Duct,NA,NA
1020001010103000000000,1100116,1020001010103000000000,Head,Ear,NA,External ear,Auricle,Skin,Subcutis (Dermis),NA,NA,NA,NA
1020001010103010000000,1100117,1020001010103010000000,Head,Ear,NA,External ear,Auricle,Skin,Subcutis (Dermis),Hair,NA,NA,NA
1020001010200000000000,1100118,1020001010200000000000,Head,Ear,NA,External ear,Auricle,Adipose tissue,NA,NA,NA,NA,NA
1020001010300000000000,1100119,1020001010300000000000,Head,Ear,NA,External ear,Auricle,Auricular muscle  (Skeletal muscle),NA,NA,NA,NA,NA
1020001010400000000000,1100200,1020001010400000000000,Head,Ear,NA,External ear,Auricle,Elastic cartilage,NA,NA,NA,NA,NA
1020001020000000000000,1100300,1020001020000000000000,Head,Ear,NA,External ear,External auditory meatus,NA,NA,NA,NA,NA,NA
1020001020100000000000,1100301,1020001020100000000000,Head,Ear,NA,External ear,External auditory meatus,Cartilaginous external acoustic meatus,NA,NA,NA,NA,NA
1020001020101000000000,1100302,1020001020101000000000,Head,Ear,NA,External ear,External auditory meatus,Cartilaginous external acoustic meatus,Skin,NA,NA,NA,NA
1020001020101010000000,1100303,1020001020101010000000,Head,Ear,NA,External ear,External auditory meatus,Cartilaginous external acoustic meatus,Skin,Epidermis,NA,NA,NA
1020001020101010100000,1100304,1020001020101010100000,Head,Ear,NA,External ear,External auditory meatus,Cartilaginous external acoustic meatus,Skin,Epidermis,Stratum corneum,NA,NA
1020001020101010200000,1100305,1020001020101010200000,Head,Ear,NA,External ear,External auditory meatus,Cartilaginous external acoustic meatus,Skin,Epidermis,Stratum granulosum,NA,NA
1020001020101010300000,1100306,1020001020101010300000,Head,Ear,NA,External ear,External auditory meatus,Cartilaginous external acoustic meatus,Skin,Epidermis,Stratum spinosum,NA,NA
1020001020101010400000,1100307,1020001020101010400000,Head,Ear,NA,External ear,External auditory meatus,Cartilaginous external acoustic meatus,Skin,Epidermis,Stratum basale,NA,NA
1020001020101020000000,1100308,1020001020101020000000,Head,Ear,NA,External ear,External auditory meatus,Cartilaginous external acoustic meatus,Skin,Dermis,NA,NA,NA
1020001020101020100000,1100309,1020001020101020100000,Head,Ear,NA,External ear,External auditory meatus,Cartilaginous external acoustic meatus,Skin,Dermis,Papillary layer,NA,NA
1020001020101020101000,1100310,1020001020101020101000,Head,Ear,NA,External ear,External auditory meatus,Cartilaginous external acoustic meatus,Skin,Dermis,Papillary layer,Loose connective tissue,NA
1020001020101020200000,1100311,1020001020101020200000,Head,Ear,NA,External ear,External auditory meatus,Cartilaginous external acoustic meatus,Skin,Dermis,Reticular layer,NA,NA
1020001020101020201000,1100312,1020001020101020201000,Head,Ear,NA,External ear,External auditory meatus,Cartilaginous external acoustic meatus,Skin,Dermis,Reticular layer,Dense irregular collagenous connective tissue,NA
1020001020101030000000,1100313,1020001020101030000000,Head,Ear,NA,External ear,External auditory meatus,Cartilaginous external acoustic meatus,Skin,Subcutis (Dermis),NA,NA,NA
1020001020101030100000,1100314,1020001020101030100000,Head,Ear,NA,External ear,External auditory meatus,Cartilaginous external acoustic meatus,Skin,Subcutis (Dermis),Sebaceous gland,NA,NA
1020001020101030101000,1100315,1020001020101030101000,Head,Ear,NA,External ear,External auditory meatus,Cartilaginous external acoustic meatus,Skin,Subcutis (Dermis),Sebaceous gland,Duct,NA
1020001020101030200000,1100316,1020001020101030200000,Head,Ear,NA,External ear,External auditory meatus,Cartilaginous external acoustic meatus,Skin,Subcutis (Dermis),Apocrine sweat gland,NA,NA
1020001020101030201000,1100317,1020001020101030201000,Head,Ear,NA,External ear,External auditory meatus,Cartilaginous external acoustic meatus,Skin,Subcutis (Dermis),Apocrine sweat gland,Duct,NA
1020001020101030300000,1100318,1020001020101030300000,Head,Ear,NA,External ear,External auditory meatus,Cartilaginous external acoustic meatus,Skin,Subcutis (Dermis),Hair,NA,NA
1020001020200000000000,1100319,1020001020200000000000,Head,Ear,NA,External ear,External auditory meatus,Osseous external acoustic meatus,NA,NA,NA,NA,NA
1020001020201000000000,1100320,1020001020201000000000,Head,Ear,NA,External ear,External auditory meatus,Osseous external acoustic meatus,Skin,NA,NA,NA,NA
1020001020201010000000,1100321,1020001020201010000000,Head,Ear,NA,External ear,External auditory meatus,Osseous external acoustic meatus,Skin,Epidermis,NA,NA,NA
1020001020201010100000,1100322,1020001020201010100000,Head,Ear,NA,External ear,External auditory meatus,Osseous external acoustic meatus,Skin,Epidermis,Stratum corneum,NA,NA
1020001020201010200000,1100323,1020001020201010200000,Head,Ear,NA,External ear,External auditory meatus,Osseous external acoustic meatus,Skin,Epidermis,Stratum granulosum,NA,NA
1020001020201010300000,1100324,1020001020201010300000,Head,Ear,NA,External ear,External auditory meatus,Osseous external acoustic meatus,Skin,Epidermis,Stratum spinosum,NA,NA
1020001020201010400000,1100325,1020001020201010400000,Head,Ear,NA,External ear,External auditory meatus,Osseous external acoustic meatus,Skin,Epidermis,Stratum basale,NA,NA
1020001020201020000000,1100326,1020001020201020000000,Head,Ear,NA,External ear,External auditory meatus,Osseous external acoustic meatus,Skin,Dermis,NA,NA,NA
1020001020201020100000,1100327,1020001020201020100000,Head,Ear,NA,External ear,External auditory meatus,Osseous external acoustic meatus,Skin,Dermis,Papillary layer,NA,NA
1020001020201020101000,1100328,1020001020201020101000,Head,Ear,NA,External ear,External auditory meatus,Osseous external acoustic meatus,Skin,Dermis,Papillary layer,Loose connective tissue,NA
1020001020201020200000,1100329,1020001020201020200000,Head,Ear,NA,External ear,External auditory meatus,Osseous external acoustic meatus,Skin,Dermis,Reticular layer,NA,NA
1020001020201020201000,1100330,1020001020201020201000,Head,Ear,NA,External ear,External auditory meatus,Osseous external acoustic meatus,Skin,Dermis,Reticular layer,Dense irregular collagenous connective tissue,NA
1020001020300000000000,1100400,1020001020300000000000,Head,Ear,NA,External ear,External auditory meatus,Elastic cartilage,NA,NA,NA,NA,NA
1020001020400000000000,1100500,1020001020400000000000,Head,Ear,NA,External ear,External auditory meatus,Skin,NA,NA,NA,NA,NA
1020001020401000000000,1100501,1020001020401000000000,Head,Ear,NA,External ear,External auditory meatus,Skin,Dermis,NA,NA,NA,NA
1020001020401010000000,1100502,1020001020401010000000,Head,Ear,NA,External ear,External auditory meatus,Skin,Dermis,Papillary layer,NA,NA,NA
1020001020401010100000,1100503,1020001020401010100000,Head,Ear,NA,External ear,External auditory meatus,Skin,Dermis,Papillary layer,Loose connective tissue,NA,NA
1020001020401020000000,1100504,1020001020401020000000,Head,Ear,NA,External ear,External auditory meatus,Skin,Dermis,Reticular layer,NA,NA,NA
1020001020401020100000,1100505,1020001020401020100000,Head,Ear,NA,External ear,External auditory meatus,Skin,Dermis,Reticular layer,Dense irregular collagenous connective tissue,NA,NA
1020001020402000000000,1100506,1020001020402000000000,Head,Ear,NA,External ear,External auditory meatus,Skin,Epidermis,NA,NA,NA,NA
1020001020402010000000,1100507,1020001020402010000000,Head,Ear,NA,External ear,External auditory meatus,Skin,Epidermis,Stratum basale,NA,NA,NA
1020001020402020000000,1100508,1020001020402020000000,Head,Ear,NA,External ear,External auditory meatus,Skin,Epidermis,Stratum corneum,NA,NA,NA
1020001020402030000000,1100509,1020001020402030000000,Head,Ear,NA,External ear,External auditory meatus,Skin,Epidermis,Stratum granulosum,NA,NA,NA
1020001020402040000000,1100511,1020001020402040000000,Head,Ear,NA,External ear,External auditory meatus,Skin,Epidermis,Stratum spinosum,NA,NA,NA
1020001020402050000000,1100510,1020001020402050000000,Head,Ear,NA,External ear,External auditory meatus,Skin,Epidermis,Stratum lucidum,NA,NA,NA
1020001030000000000000,1100600,1020001030000000000000,Head,Ear,NA,External ear,Tympanic membrane,NA,NA,NA,NA,NA,NA
1020001030100000000000,1100700,1020001030100000000000,Head,Ear,NA,External ear,Tympanic membrane,Skin,NA,NA,NA,NA,NA
1020001030101000000000,1100701,1020001030101000000000,Head,Ear,NA,External ear,Tympanic membrane,Skin,Dermis,NA,NA,NA,NA
1020001030101010000000,1100702,1020001030101010000000,Head,Ear,NA,External ear,Tympanic membrane,Skin,Dermis,Papillary layer,NA,NA,NA
1020001030101010100000,1100703,1020001030101010100000,Head,Ear,NA,External ear,Tympanic membrane,Skin,Dermis,Papillary layer,Loose connective tissue,NA,NA
1020001030101020000000,1100704,1020001030101020000000,Head,Ear,NA,External ear,Tympanic membrane,Skin,Dermis,Reticular layer,NA,NA,NA
1020001030101020100000,1100705,1020001030101020100000,Head,Ear,NA,External ear,Tympanic membrane,Skin,Dermis,Reticular layer,Dense irregular collagenous connective tissue,NA,NA
1020001030101020200000,1100706,1020001030101020200000,Head,Ear,NA,External ear,Tympanic membrane,Skin,Dermis,Reticular layer,Ceruminous gland,NA,NA
1020001030102000000000,1100707,1020001030102000000000,Head,Ear,NA,External ear,Tympanic membrane,Skin,Epidermis,NA,NA,NA,NA
1020001030102010000000,1100708,1020001030102010000000,Head,Ear,NA,External ear,Tympanic membrane,Skin,Epidermis,Stratum basale,NA,NA,NA
1020001030102020000000,1100709,1020001030102020000000,Head,Ear,NA,External ear,Tympanic membrane,Skin,Epidermis,Stratum corneum,NA,NA,NA
1020001030102030000000,1100710,1020001030102030000000,Head,Ear,NA,External ear,Tympanic membrane,Skin,Epidermis,Stratum granulosum,NA,NA,NA
1020001030102040000000,1100712,1020001030102040000000,Head,Ear,NA,External ear,Tympanic membrane,Skin,Epidermis,Stratum spinosum,NA,NA,NA
1020001030102050000000,1100711,1020001030102050000000,Head,Ear,NA,External ear,Tympanic membrane,Skin,Epidermis,Stratum lucidum,NA,NA,NA
1020001030200000000000,1100800,1020001030200000000000,Head,Ear,NA,External ear,Tympanic membrane,Inner layer,NA,NA,NA,NA,NA
1020001030200000100000,1100801,1020001030200000100000,Head,Ear,NA,External ear,Tympanic membrane,Inner layer,NA,NA,Smooth muscle,NA,NA
1020001030200000200000,1100802,1020001030200000200000,Head,Ear,NA,External ear,Tympanic membrane,Inner layer,NA,NA,Epithelium,NA,NA
1020001030300000000000,1100900,1020001030300000000000,Head,Ear,NA,External ear,Tympanic membrane,Middle layer,NA,NA,NA,NA,NA
1020001030301000000000,1100901,1020001030301000000000,Head,Ear,NA,External ear,Tympanic membrane,Middle layer,Lamina propria,NA,NA,NA,NA
1020001030302000000000,1100902,1020001030302000000000,Head,Ear,NA,External ear,Tympanic membrane,Middle layer,Connective tissue,NA,NA,NA,NA
1020001030400000000000,1101000,1020001030400000000000,Head,Ear,NA,External ear,Tympanic membrane,Outer layer,NA,NA,NA,NA,NA
1020001030400000100000,1101001,1020001030400000100000,Head,Ear,NA,External ear,Tympanic membrane,Outer layer,NA,NA,Epithelium,NA,NA
1020001030401000000000,1101002,1020001030401000000000,Head,Ear,NA,External ear,Tympanic membrane,Outer layer,Mucosa,NA,NA,NA,NA
1020002000000000000000,1110000,1020002000000000000000,Head,Ear,NA,Inner ear,NA,NA,NA,NA,NA,NA,NA
1020002010000000000000,1110100,1020002010000000000000,Head,Ear,NA,Inner ear,Bony labyrinth,NA,NA,NA,NA,NA,NA
1020002010100000000000,1110200,1020002010100000000000,Head,Ear,NA,Inner ear,Bony labyrinth,Cochlea,NA,NA,NA,NA,NA
1020002010101000000000,1110201,1020002010101000000000,Head,Ear,NA,Inner ear,Bony labyrinth,Cochlea,Modiolus,NA,NA,NA,NA
1020002010101010000000,1110202,1020002010101010000000,Head,Ear,NA,Inner ear,Bony labyrinth,Cochlea,Modiolus,Spiral ganglion,NA,NA,NA
1020002010102000000000,1110203,1020002010102000000000,Head,Ear,NA,Inner ear,Bony labyrinth,Cochlea,Cochlear spiral canal,NA,NA,NA,NA
1020002010103000000000,1110204,1020002010103000000000,Head,Ear,NA,Inner ear,Bony labyrinth,Cochlea,Osseous spiral lamina,NA,NA,NA,NA
1020002010104000000000,1110205,1020002010104000000000,Head,Ear,NA,Inner ear,Bony labyrinth,Cochlea,Scala vestibuli,NA,NA,NA,NA
1020002010105000000000,1110206,1020002010105000000000,Head,Ear,NA,Inner ear,Bony labyrinth,Cochlea,Scala tympani,NA,NA,NA,NA
1020002010200000000000,1110207,1020002010200000000000,Head,Ear,NA,Inner ear,Bony labyrinth,Vestibule,NA,NA,NA,NA,NA
1020002010201000000000,1110208,1020002010201000000000,Head,Ear,NA,Inner ear,Bony labyrinth,Vestibule,Oval window (Fenestra vestibuli),NA,NA,NA,NA
1020002010202000000000,1110209,1020002010202000000000,Head,Ear,NA,Inner ear,Bony labyrinth,Vestibule,Round window (Fenestra cochleae),NA,NA,NA,NA
1020002010300000000000,1110300,1020002010300000000000,Head,Ear,NA,Inner ear,Bony labyrinth,Membranous labyrinth,NA,NA,NA,NA,NA
1020002010301000000000,1110301,1020002010301000000000,Head,Ear,NA,Inner ear,Bony labyrinth,Membranous labyrinth,Cochlear duct,NA,NA,NA,NA
1020002010301010000000,1110302,1020002010301010000000,Head,Ear,NA,Inner ear,Bony labyrinth,Membranous labyrinth,Cochlear duct,Basilar membrane,NA,NA,NA
1020002010301010100000,1110303,1020002010301010100000,Head,Ear,NA,Inner ear,Bony labyrinth,Membranous labyrinth,Cochlear duct,Basilar membrane,Zona pectinata,NA,NA
1020002010301020000000,1110304,1020002010301020000000,Head,Ear,NA,Inner ear,Bony labyrinth,Membranous labyrinth,Cochlear duct,Oragan of Corti,NA,NA,NA
1020002010301030000000,1110305,1020002010301030000000,Head,Ear,NA,Inner ear,Bony labyrinth,Membranous labyrinth,Cochlear duct,Vestibular membrane,NA,NA,NA
1020002010301030100000,1110306,1020002010301030100000,Head,Ear,NA,Inner ear,Bony labyrinth,Membranous labyrinth,Cochlear duct,Vestibular membrane,Epithelium,NA,NA
1020002010301040000000,1110307,1020002010301040000000,Head,Ear,NA,Inner ear,Bony labyrinth,Membranous labyrinth,Cochlear duct,Stria vascularis,NA,NA,NA
1020002010302000000000,1110308,1020002010302000000000,Head,Ear,NA,Inner ear,Bony labyrinth,Membranous labyrinth,Saccule,NA,NA,NA,NA
1020002010302000100000,1110309,1020002010302000100000,Head,Ear,NA,Inner ear,Bony labyrinth,Membranous labyrinth,Saccule,NA,Epithelium,NA,NA
1020002010302010000000,1110310,1020002010302010000000,Head,Ear,NA,Inner ear,Bony labyrinth,Membranous labyrinth,Saccule,Macula of saccule,NA,NA,NA
1020002010303000000000,1110311,1020002010303000000000,Head,Ear,NA,Inner ear,Bony labyrinth,Membranous labyrinth,Semicircular duct,NA,NA,NA,NA
1020002010303010000000,1110312,1020002010303010000000,Head,Ear,NA,Inner ear,Bony labyrinth,Membranous labyrinth,Semicircular duct,Ampullary cupula,NA,NA,NA
1020002010303010100000,1110313,1020002010303010100000,Head,Ear,NA,Inner ear,Bony labyrinth,Membranous labyrinth,Semicircular duct,Ampullary cupula,Crista ampullaris,NA,NA
1020002010304000000000,1110314,1020002010304000000000,Head,Ear,NA,Inner ear,Bony labyrinth,Membranous labyrinth,Utricle,NA,NA,NA,NA
1020002010304010000000,1110315,1020002010304010000000,Head,Ear,NA,Inner ear,Bony labyrinth,Membranous labyrinth,Utricle,Macula of utricle,NA,NA,NA
1020002010400000000000,1110316,1020002010400000000000,Head,Ear,NA,Inner ear,Bony labyrinth,Bony semicircular canal,NA,NA,NA,NA,NA
1020002010401000000000,1110317,1020002010401000000000,Head,Ear,NA,Inner ear,Bony labyrinth,Bony semicircular canal,Anterior canal (Superior canal),NA,NA,NA,NA
1020002010401010000000,1110318,1020002010401010000000,Head,Ear,NA,Inner ear,Bony labyrinth,Bony semicircular canal,Anterior canal (Superior canal),Bony ampulla,NA,NA,NA
1020002010402000000000,1110319,1020002010402000000000,Head,Ear,NA,Inner ear,Bony labyrinth,Bony semicircular canal,Posterior canal,NA,NA,NA,NA
1020002010402010000000,1110320,1020002010402010000000,Head,Ear,NA,Inner ear,Bony labyrinth,Bony semicircular canal,Posterior canal,Bony ampulla,NA,NA,NA
1020002010403000000000,1110321,1020002010403000000000,Head,Ear,NA,Inner ear,Bony labyrinth,Bony semicircular canal,Lateral canal (Horizonal canal),NA,NA,NA,NA
1020002010403010000000,1110322,1020002010403010000000,Head,Ear,NA,Inner ear,Bony labyrinth,Bony semicircular canal,Lateral canal (Horizonal canal),Bony ampulla,NA,NA,NA
1020002020101000000000,1110400,1020002020101000000000,Head,Ear,NA,Inner ear,Membranous labyrinth,Cochlear duct (Cochlear labyrinth),Scala vestibuli (Perilymph),NA,NA,NA,NA
1020002020101010000000,1110401,1020002020101010000000,Head,Ear,NA,Inner ear,Membranous labyrinth,Cochlear duct (Cochlear labyrinth),Scala vestibuli (Perilymph),Oval window (Fenestra vestibuli),NA,NA,NA
1020002020102000000000,1110402,1020002020102000000000,Head,Ear,NA,Inner ear,Membranous labyrinth,Cochlear duct (Cochlear labyrinth),Vestibular membrane (Reissner's membrane,Vestibular wall),NA,NA,NA
1020002020102010000000,1110403,1020002020102010000000,Head,Ear,NA,Inner ear,Membranous labyrinth,Cochlear duct (Cochlear labyrinth),Vestibular membrane (Reissner's membrane,Vestibular wall),Epithelium,NA,NA
1020002020102020000000,1110404,1020002020102020000000,Head,Ear,NA,Inner ear,Membranous labyrinth,Cochlear duct (Cochlear labyrinth),Vestibular membrane (Reissner's membrane,Vestibular wall),Epithelium (Scala vestibuli side),NA,NA
1020002020102030000000,1110405,1020002020102030000000,Head,Ear,NA,Inner ear,Membranous labyrinth,Cochlear duct (Cochlear labyrinth),Vestibular membrane (Reissner's membrane,Vestibular wall),Connective tissue,NA,NA
1020002020102040000000,1110406,1020002020102040000000,Head,Ear,NA,Inner ear,Membranous labyrinth,Cochlear duct (Cochlear labyrinth),Vestibular membrane (Reissner's membrane,Vestibular wall),Epithelium (Scala media side),NA,NA
1020002020103010000000,1110407,1020002020103010000000,Head,Ear,NA,Inner ear,Membranous labyrinth,Cochlear duct (Cochlear labyrinth),Scala media (Endolymph),Limbus laminae spiralis,NA,NA,NA
1020002020103010100000,1110408,1020002020103010100000,Head,Ear,NA,Inner ear,Membranous labyrinth,Cochlear duct (Cochlear labyrinth),Scala media (Endolymph),Limbus laminae spiralis,Vestibular labium,NA,NA
1020002020103010200000,1110409,1020002020103010200000,Head,Ear,NA,Inner ear,Membranous labyrinth,Cochlear duct (Cochlear labyrinth),Scala media (Endolymph),Limbus laminae spiralis,Tympanic labium,NA,NA
1020002020104000000000,1110410,1020002020104000000000,Head,Ear,NA,Inner ear,Membranous labyrinth,Cochlear duct (Cochlear labyrinth),Scala tympani  (Perilymph),NA,NA,NA,NA
1020002020104010000000,1110411,1020002020104010000000,Head,Ear,NA,Inner ear,Membranous labyrinth,Cochlear duct (Cochlear labyrinth),Scala tympani  (Perilymph),Round window (Fenestra cochleae),NA,NA,NA
1020002020200000000000,1110412,1020002020200000000000,Head,Ear,NA,Inner ear,Membranous labyrinth,Vestibule (Vestibular labyrinth),NA,NA,NA,NA,NA
1020002020201000000000,1110413,1020002020201000000000,Head,Ear,NA,Inner ear,Membranous labyrinth,Vestibule (Vestibular labyrinth),Otolithic organ,NA,NA,NA,NA
1020002020201010000000,1110414,1020002020201010000000,Head,Ear,NA,Inner ear,Membranous labyrinth,Vestibule (Vestibular labyrinth),Otolithic organ,Utricle,NA,NA,NA
1020002020201010100000,1110415,1020002020201010100000,Head,Ear,NA,Inner ear,Membranous labyrinth,Vestibule (Vestibular labyrinth),Otolithic organ,Utricle,Epithelium,NA,NA
